Jx,Jy,Jz,hx,hl,time_interval,sample_num,evol_num,train_set_type,loss,gate_fidelity,length
1.0,1.0,1.0,0.5,0.0,0.6,4,40,product,multi_mags,0.9997915557356504,10
1.0,1.0,1.0,0.5,0.0,0.6,8,40,product,multi_mags,0.9998519308706494,10
1.0,1.0,1.0,0.5,0.0,0.6,3,40,product,multi_mags,0.9998724378365044,10
1.0,1.0,1.0,0.5,0.0,0.6,7,50,product,multi_mags,0.9998505397539752,10
1.0,1.0,1.0,0.5,0.0,0.6,4,50,product,multi_mags,0.9998504082840952,10
1.0,1.0,1.0,0.5,0.0,0.6,8,50,product,multi_mags,0.9997761441814632,10
1.0,1.0,1.0,0.5,0.0,0.6,3,50,product,multi_mags,0.9998138986956168,10
1.0,1.0,1.0,0.5,0.0,0.6,7,60,product,multi_mags,0.9996716712048688,10
1.0,1.0,1.0,0.5,0.0,0.6,4,60,product,multi_mags,0.9997912064248136,10
1.0,1.0,1.0,0.5,0.0,0.6,8,60,product,multi_mags,0.9996622673040928,10
1.0,1.0,1.0,0.5,0.0,0.6,3,60,product,multi_mags,0.9998175836549972,10
1.0,1.0,1.0,0.5,0.0,0.6,4,70,product,multi_mags,0.9999294170975452,10
1.0,1.0,1.0,0.5,0.0,0.6,7,70,product,multi_mags,0.9999476258966192,10
1.0,1.0,1.0,0.5,0.0,0.6,3,70,product,multi_mags,0.9998507407896826,10
1.0,1.0,1.0,0.5,0.0,0.6,8,70,product,multi_mags,0.9998732635586274,10
1.0,1.0,1.0,0.5,0.0,0.6,4,80,product,multi_mags,0.9997867932965708,10
1.0,1.0,1.0,0.5,0.0,0.6,7,80,product,multi_mags,0.9997948299065864,10
1.0,1.0,1.0,0.5,0.0,0.6,3,80,product,multi_mags,0.999715120855046,10
1.0,1.0,1.0,0.5,0.0,0.6,8,80,product,multi_mags,0.9997281451229167,10
1.0,1.0,1.0,0.5,0.0,0.6,4,90,product,multi_mags,0.9996624908732896,10
1.0,1.0,1.0,0.5,0.0,0.6,3,90,product,multi_mags,0.9994251251119368,10
1.0,1.0,1.0,0.5,0.0,0.6,7,90,product,multi_mags,0.9998336645310908,10
1.0,1.0,1.0,0.5,0.0,0.6,4,100,product,multi_mags,0.9998182005074794,10
1.0,1.0,1.0,0.5,0.0,0.6,3,100,product,multi_mags,0.9999317580934808,10
1.0,1.0,1.0,0.5,0.0,0.6,8,90,product,multi_mags,0.9997618593549986,10
1.0,1.0,1.0,0.5,0.0,0.6,7,100,product,multi_mags,0.9997287833626138,10
1.0,1.0,1.0,0.5,0.0,0.6,8,100,product,multi_mags,0.998323878277949,10
1.0,1.0,1.0,0.5,0.0,1.0,1,1,product,multi_mags,0.0894026242713049,10
1.0,1.0,1.0,0.5,0.0,1.0,3,1,product,multi_mags,0.2793374140428383,10
1.0,1.0,1.0,0.5,0.0,1.0,5,1,product,multi_mags,0.5634917451440403,10
1.0,1.0,1.0,0.5,0.0,1.0,4,1,product,multi_mags,0.6032090171729694,10
1.0,1.0,1.0,0.5,0.0,1.0,2,1,product,multi_mags,0.0682916955691789,10
1.0,1.0,1.0,0.5,0.0,1.0,7,1,product,multi_mags,0.9582172885853912,10
1.0,1.0,1.0,0.5,0.0,1.0,8,1,product,multi_mags,0.9892915564666098,10
1.0,1.0,1.0,0.5,0.0,1.0,1,2,product,multi_mags,0.1804878089309451,10
1.0,1.0,1.0,0.5,0.0,1.0,3,2,product,multi_mags,0.8902992940431325,10
1.0,1.0,1.0,0.5,0.0,1.0,5,2,product,multi_mags,0.9990500528833848,10
1.0,1.0,1.0,0.5,0.0,1.0,4,2,product,multi_mags,0.976734594303978,10
1.0,1.0,1.0,0.5,0.0,1.0,2,2,product,multi_mags,0.426709470209113,10
1.0,1.0,1.0,0.5,0.0,1.0,8,2,product,multi_mags,0.999578019066138,10
1.0,1.0,1.0,0.5,0.0,1.0,7,2,product,multi_mags,0.9993550264221214,10
1.0,1.0,1.0,0.5,0.0,1.0,1,3,product,multi_mags,0.2270597372607931,10
1.0,1.0,1.0,0.5,0.0,1.0,3,3,product,multi_mags,0.9956927609857226,10
1.0,1.0,1.0,0.5,0.0,1.0,5,3,product,multi_mags,0.99846488565794,10
1.0,1.0,1.0,0.5,0.0,1.0,4,3,product,multi_mags,0.99955273594621,10
1.0,1.0,1.0,0.5,0.0,1.0,2,3,product,multi_mags,0.8512056112599227,10
1.0,1.0,1.0,0.5,0.0,1.0,7,3,product,multi_mags,0.9996225241089316,10
1.0,1.0,1.0,0.5,0.0,1.0,8,3,product,multi_mags,0.999615972534294,10
1.0,1.0,1.0,0.5,0.0,1.0,1,4,product,multi_mags,0.4637794103512884,10
1.0,1.0,1.0,0.5,0.0,1.0,3,4,product,multi_mags,0.997541839701928,10
1.0,1.0,1.0,0.5,0.0,1.0,5,4,product,multi_mags,0.9995614673086426,10
1.0,1.0,1.0,0.5,0.0,1.0,4,4,product,multi_mags,0.9995921650815016,10
1.0,1.0,1.0,0.5,0.0,1.0,2,4,product,multi_mags,0.980024423154599,10
1.0,1.0,1.0,0.5,0.0,1.0,7,4,product,multi_mags,0.9996093922393838,10
1.0,1.0,1.0,0.5,0.0,1.0,8,4,product,multi_mags,0.9994590231169668,10
1.0,1.0,1.0,0.5,0.0,1.0,1,5,product,multi_mags,0.5901397781495143,10
1.0,1.0,1.0,0.5,0.0,1.0,3,5,product,multi_mags,0.9985670310294104,10
1.0,1.0,1.0,0.5,0.0,1.0,5,5,product,multi_mags,0.9991405875484356,10
1.0,1.0,1.0,0.5,0.0,1.0,4,5,product,multi_mags,0.9994499830449044,10
1.0,1.0,1.0,0.5,0.0,1.0,2,5,product,multi_mags,0.9846348763938504,10
1.0,1.0,1.0,0.5,0.0,1.0,7,5,product,multi_mags,0.9996326334902054,10
1.0,1.0,1.0,0.5,0.0,1.0,8,5,product,multi_mags,0.9996980054855122,10
1.0,1.0,1.0,0.5,0.0,1.0,1,6,product,multi_mags,0.5532501666455358,10
1.0,1.0,1.0,0.5,0.0,1.0,3,6,product,multi_mags,0.9993127073360896,10
1.0,1.0,1.0,0.5,0.0,1.0,5,6,product,multi_mags,0.9995964673408128,10
1.0,1.0,1.0,0.5,0.0,1.0,4,6,product,multi_mags,0.9995254006559968,10
1.0,1.0,1.0,0.5,0.0,1.0,2,6,product,multi_mags,0.9682036457889868,10
1.0,1.0,1.0,0.5,0.0,1.0,7,6,product,multi_mags,0.9992672780660014,10
1.0,1.0,1.0,0.5,0.0,1.0,8,6,product,multi_mags,0.9997673800158958,10
1.0,1.0,1.0,0.5,0.0,1.0,1,7,product,multi_mags,0.4698363236534874,10
1.0,1.0,1.0,0.5,0.0,1.0,3,7,product,multi_mags,0.9995401212913486,10
1.0,1.0,1.0,0.5,0.0,1.0,5,7,product,multi_mags,0.999709877721569,10
1.0,1.0,1.0,0.5,0.0,1.0,4,7,product,multi_mags,0.9992180239897206,10
1.0,1.0,1.0,0.5,0.0,1.0,2,7,product,multi_mags,0.9967837599225974,10
1.0,1.0,1.0,0.5,0.0,1.0,7,7,product,multi_mags,0.9997279664764422,10
1.0,1.0,1.0,0.5,0.0,1.0,8,7,product,multi_mags,0.9996273220986184,10
1.0,1.0,1.0,0.5,0.0,1.0,1,8,product,multi_mags,0.9934410596821937,10
1.0,1.0,1.0,0.5,0.0,1.0,3,8,product,multi_mags,0.9995447543524274,10
1.0,1.0,1.0,0.5,0.0,1.0,5,8,product,multi_mags,0.9997496173213752,10
1.0,1.0,1.0,0.5,0.0,1.0,4,8,product,multi_mags,0.9995105111657446,10
1.0,1.0,1.0,0.5,0.0,1.0,2,8,product,multi_mags,0.9992787517122902,10
1.0,1.0,1.0,0.5,0.0,1.0,8,8,product,multi_mags,0.999017966107594,10
1.0,1.0,1.0,0.5,0.0,1.0,7,8,product,multi_mags,0.9995807639010064,10
1.0,1.0,1.0,0.5,0.0,1.0,1,9,product,multi_mags,0.8892400342173006,10
1.0,1.0,1.0,0.5,0.0,1.0,3,9,product,multi_mags,0.9995890532752354,10
1.0,1.0,1.0,0.5,0.0,1.0,5,9,product,multi_mags,0.9997175987288316,10
1.0,1.0,1.0,0.5,0.0,1.0,4,9,product,multi_mags,0.9994792466010002,10
1.0,1.0,1.0,0.5,0.0,1.0,2,9,product,multi_mags,0.9995034273265642,10
1.0,1.0,1.0,0.5,0.0,1.0,8,9,product,multi_mags,0.9996103980223692,10
1.0,1.0,1.0,0.5,0.0,1.0,7,9,product,multi_mags,0.9996179806260176,10
1.0,1.0,1.0,0.5,0.0,1.0,1,10,product,multi_mags,0.9478271263508308,10
1.0,1.0,1.0,0.5,0.0,1.0,3,10,product,multi_mags,0.9996800952409828,10
1.0,1.0,1.0,0.5,0.0,1.0,5,10,product,multi_mags,0.9996671328559248,10
1.0,1.0,1.0,0.5,0.0,1.0,2,10,product,multi_mags,0.9996037977589034,10
1.0,1.0,1.0,0.5,0.0,1.0,4,10,product,multi_mags,0.999518323724006,10
1.0,1.0,1.0,0.5,0.0,1.0,8,10,product,multi_mags,0.9996237044321392,10
1.0,1.0,1.0,0.5,0.0,1.0,7,10,product,multi_mags,0.999744108503478,10
1.0,1.0,1.0,0.5,0.0,1.0,1,20,product,multi_mags,0.9992732895329304,10
1.0,1.0,1.0,0.5,0.0,1.0,3,20,product,multi_mags,0.9997450415699566,10
1.0,1.0,1.0,0.5,0.0,1.0,5,20,product,multi_mags,0.9997129814565918,10
1.0,1.0,1.0,0.5,0.0,1.0,4,20,product,multi_mags,0.999662577719642,10
1.0,1.0,1.0,0.5,0.0,1.0,2,20,product,multi_mags,0.9996840731131724,10
1.0,1.0,1.0,0.5,0.0,1.0,1,30,product,multi_mags,0.9996215914262156,10
1.0,1.0,1.0,0.5,0.0,1.0,8,20,product,multi_mags,0.9995129956227444,10
1.0,1.0,1.0,0.5,0.0,1.0,7,20,product,multi_mags,0.9997123886881768,10
1.0,1.0,1.0,0.5,0.0,1.0,3,30,product,multi_mags,0.9996337496953692,10
1.0,1.0,1.0,0.5,0.0,1.0,5,30,product,multi_mags,0.999766584730026,10
1.0,1.0,1.0,0.5,0.0,1.0,4,30,product,multi_mags,0.9997917351133594,10
1.0,1.0,1.0,0.5,0.0,1.0,2,30,product,multi_mags,0.99966157527987,10
1.0,1.0,1.0,0.5,0.0,1.0,1,40,product,multi_mags,0.9996017204096728,10
1.0,1.0,1.0,0.5,0.0,1.0,8,30,product,multi_mags,0.999809591828315,10
1.0,1.0,1.0,0.5,0.0,1.0,7,30,product,multi_mags,0.9996835267275228,10
1.0,1.0,1.0,0.5,0.0,1.0,3,40,product,multi_mags,0.99980754507081,10
1.0,1.0,1.0,0.5,0.0,1.0,5,40,product,multi_mags,0.9997723997054926,10
1.0,1.0,1.0,0.5,0.0,1.0,2,40,product,multi_mags,0.9997390256663676,10
1.0,1.0,1.0,0.5,0.0,1.0,4,40,product,multi_mags,0.9996825512910676,10
1.0,1.0,1.0,0.5,0.0,1.0,1,50,product,multi_mags,0.9996899904906188,10
1.0,1.0,1.0,0.5,0.0,1.0,8,40,product,multi_mags,0.9996938938756788,10
1.0,1.0,1.0,0.5,0.0,1.0,7,40,product,multi_mags,0.999754936391124,10
1.0,1.0,1.0,0.5,0.0,1.0,3,50,product,multi_mags,0.9996620958414022,10
1.0,1.0,1.0,0.5,0.0,1.0,5,50,product,multi_mags,0.9996753527771766,10
1.0,1.0,1.0,0.5,0.0,1.0,2,50,product,multi_mags,0.9997430459498649,10
1.0,1.0,1.0,0.5,0.0,1.0,4,50,product,multi_mags,0.9997631205675866,10
1.0,1.0,1.0,0.5,0.0,1.0,1,60,product,multi_mags,0.9993128312357444,10
1.0,1.0,1.0,0.5,0.0,1.0,8,50,product,multi_mags,0.9994381649576706,10
1.0,1.0,1.0,0.5,0.0,1.0,7,50,product,multi_mags,0.9991380432179784,10
1.0,1.0,1.0,0.5,0.0,1.0,3,60,product,multi_mags,0.9994662711489468,10
1.0,1.0,1.0,0.5,0.0,1.0,5,60,product,multi_mags,0.9997591007794824,10
1.0,1.0,1.0,0.5,0.0,1.0,2,60,product,multi_mags,0.9996954402868286,10
1.0,1.0,1.0,0.5,0.0,1.0,4,60,product,multi_mags,0.9996811931054834,10
1.0,1.0,1.0,0.5,0.0,1.0,1,70,product,multi_mags,0.9996420688557272,10
1.0,1.0,1.0,0.5,0.0,1.0,7,60,product,multi_mags,0.9996956440123186,10
1.0,1.0,1.0,0.5,0.0,1.0,8,60,product,multi_mags,0.999228880156208,10
1.0,1.0,1.0,0.5,0.0,1.0,3,70,product,multi_mags,0.9997231002904584,10
1.0,1.0,1.0,0.5,0.0,1.0,5,70,product,multi_mags,0.9997711737505934,10
1.0,1.0,1.0,0.5,0.0,1.0,2,70,product,multi_mags,0.9996200958964518,10
1.0,1.0,1.0,0.5,0.0,1.0,4,70,product,multi_mags,0.9997330897665768,10
1.0,1.0,1.0,0.5,0.0,1.0,1,80,product,multi_mags,0.9989289126987746,10
1.0,1.0,1.0,0.5,0.0,1.0,7,70,product,multi_mags,0.9996574434367936,10
1.0,1.0,1.0,0.5,0.0,1.0,3,80,product,multi_mags,0.9994106728615392,10
1.0,1.0,1.0,0.5,0.0,1.0,8,70,product,multi_mags,0.9997377607334864,10
1.0,1.0,1.0,0.5,0.0,1.0,5,80,product,multi_mags,0.9997663182714908,10
1.0,1.0,1.0,0.5,0.0,1.0,2,80,product,multi_mags,0.9996047554791928,10
1.0,1.0,1.0,0.5,0.0,1.0,4,80,product,multi_mags,0.9997265828276656,10
1.0,1.0,1.0,0.5,0.0,1.0,1,90,product,multi_mags,0.9997062136836636,10
1.0,1.0,1.0,0.5,0.0,1.0,3,90,product,multi_mags,0.99954658388206,10
1.0,1.0,1.0,0.5,0.0,1.0,7,80,product,multi_mags,0.999615168068266,10
1.0,1.0,1.0,0.5,0.0,1.0,5,90,product,multi_mags,0.9996395523391476,10
1.0,1.0,1.0,0.5,0.0,1.0,2,90,product,multi_mags,0.9997385441199562,10
1.0,1.0,1.0,0.5,0.0,1.0,1,100,product,multi_mags,0.9996496886968196,10
1.0,1.0,1.0,0.5,0.0,1.0,4,90,product,multi_mags,0.999751259023656,10
1.0,1.0,1.0,0.5,0.0,1.0,8,80,product,multi_mags,0.999853139774783,10
1.0,1.0,1.0,0.5,0.0,1.0,3,100,product,multi_mags,0.9997524130024692,10
1.0,1.0,1.0,0.5,0.0,1.0,9,1,product,multi_mags,0.9978076095617098,10
1.0,1.0,1.0,0.5,0.0,1.0,2,100,product,multi_mags,0.9994925210127388,10
1.0,1.0,1.0,0.5,0.0,1.0,5,100,product,multi_mags,0.9996226395024066,10
1.0,1.0,1.0,0.5,0.0,1.0,4,100,product,multi_mags,0.9996116272866478,10
1.0,1.0,1.0,0.5,0.0,1.0,7,90,product,multi_mags,0.9995470155593716,10
1.0,1.0,1.0,0.5,0.0,1.0,8,90,product,multi_mags,0.999736892435226,10
1.0,1.0,1.0,0.5,0.0,1.0,10,1,product,multi_mags,0.9993402198480184,10
1.0,1.0,1.0,0.5,0.0,1.0,9,2,product,multi_mags,0.9993865706177776,10
1.0,1.0,1.0,0.5,0.0,2.0,1,1,product,multi_mags,0.0010070749367466,10
1.0,1.0,1.0,0.5,0.0,2.0,3,1,product,multi_mags,0.0071032787754934,10
1.0,1.0,1.0,0.5,0.0,2.0,5,1,product,multi_mags,0.049198200310267,10
1.0,1.0,1.0,0.5,0.0,1.0,7,100,product,multi_mags,0.9997162577211496,10
1.0,1.0,1.0,0.5,0.0,1.0,10,2,product,multi_mags,0.9996959973793772,10
1.0,1.0,1.0,0.5,0.0,2.0,7,1,product,multi_mags,0.745830832360212,10
1.0,1.0,1.0,0.5,0.0,1.0,9,3,product,multi_mags,0.9996335656881816,10
1.0,1.0,1.0,0.5,0.0,2.0,1,2,product,multi_mags,0.0011604360186414,10
1.0,1.0,1.0,0.5,0.0,2.0,3,2,product,multi_mags,0.1671655952364014,10
1.0,1.0,1.0,0.5,0.0,2.0,5,2,product,multi_mags,0.9593673685040348,10
1.0,1.0,1.0,0.5,0.0,1.0,8,100,product,multi_mags,0.9997125704217522,10
1.0,1.0,1.0,0.5,0.0,2.0,9,1,product,multi_mags,0.8976552451380104,10
1.0,1.0,1.0,0.5,0.0,1.0,10,3,product,multi_mags,0.9997554412566274,10
1.0,1.0,1.0,0.5,0.0,2.0,7,2,product,multi_mags,0.9940693190317555,10
1.0,1.0,1.0,0.5,0.0,1.0,9,4,product,multi_mags,0.9995522405688112,10
1.0,1.0,1.0,0.5,0.0,2.0,1,3,product,multi_mags,0.0068302915175911,10
1.0,1.0,1.0,0.5,0.0,2.0,3,3,product,multi_mags,0.8986705232674569,10
1.0,1.0,1.0,0.5,0.0,2.0,5,3,product,multi_mags,0.9961229146318434,10
1.0,1.0,1.0,0.5,0.0,2.0,2,1,product,multi_mags,0.0015987074408049,10
1.0,1.0,1.0,0.5,0.0,1.0,10,4,product,multi_mags,0.9996961772442564,10
1.0,1.0,1.0,0.5,0.0,2.0,7,3,product,multi_mags,0.9977386743368668,10
1.0,1.0,1.0,0.5,0.0,2.0,9,2,product,multi_mags,0.9965248459460178,10
1.0,1.0,1.0,0.5,0.0,1.0,9,5,product,multi_mags,0.9996797824364568,10
1.0,1.0,1.0,0.5,0.0,2.0,1,4,product,multi_mags,0.0077194318935277,10
1.0,1.0,1.0,0.5,0.0,2.0,3,4,product,multi_mags,0.9698793013932206,10
1.0,1.0,1.0,0.5,0.0,2.0,5,4,product,multi_mags,0.9977224475155978,10
1.0,1.0,1.0,0.5,0.0,2.0,2,2,product,multi_mags,0.0142556825398752,10
1.0,1.0,1.0,0.5,0.0,2.0,7,4,product,multi_mags,0.9978490652588836,10
1.0,1.0,1.0,0.5,0.0,1.0,10,5,product,multi_mags,0.999734537807699,10
1.0,1.0,1.0,0.5,0.0,2.0,9,3,product,multi_mags,0.9980458793716396,10
1.0,1.0,1.0,0.5,0.0,1.0,9,6,product,multi_mags,0.9986461401471384,10
1.0,1.0,1.0,0.5,0.0,2.0,1,5,product,multi_mags,0.2012908260186505,10
1.0,1.0,1.0,0.5,0.0,2.0,3,5,product,multi_mags,0.993673900924315,10
1.0,1.0,1.0,0.5,0.0,2.0,5,5,product,multi_mags,0.9979977206272792,10
1.0,1.0,1.0,0.5,0.0,2.0,2,3,product,multi_mags,0.2023509952848148,10
1.0,1.0,1.0,0.5,0.0,2.0,7,5,product,multi_mags,0.9985167385494952,10
1.0,1.0,1.0,0.5,0.0,1.0,10,6,product,multi_mags,0.9996740771307396,10
1.0,1.0,1.0,0.5,0.0,2.0,9,4,product,multi_mags,0.998612751995322,10
1.0,1.0,1.0,0.5,0.0,1.0,9,7,product,multi_mags,0.9993227757716628,10
1.0,1.0,1.0,0.5,0.0,2.0,1,6,product,multi_mags,0.7814067674174466,10
1.0,1.0,1.0,0.5,0.0,2.0,3,6,product,multi_mags,0.9920722112426766,10
1.0,1.0,1.0,0.5,0.0,2.0,5,6,product,multi_mags,0.9977130403825738,10
1.0,1.0,1.0,0.5,0.0,2.0,2,4,product,multi_mags,0.8175898492603824,10
1.0,1.0,1.0,0.5,0.0,2.0,7,6,product,multi_mags,0.9984496771152775,10
1.0,1.0,1.0,0.5,0.0,1.0,10,7,product,multi_mags,0.9994808098083618,10
1.0,1.0,1.0,0.5,0.0,1.0,9,8,product,multi_mags,0.9997261737138255,10
1.0,1.0,1.0,0.5,0.0,2.0,9,5,product,multi_mags,0.99866704515246,10
1.0,1.0,1.0,0.5,0.0,2.0,3,7,product,multi_mags,0.99801956695123,10
1.0,1.0,1.0,0.5,0.0,2.0,1,7,product,multi_mags,0.5808888745689674,10
1.0,1.0,1.0,0.5,0.0,2.0,5,7,product,multi_mags,0.998279037259939,10
1.0,1.0,1.0,0.5,0.0,2.0,2,5,product,multi_mags,0.8913766365226418,10
1.0,1.0,1.0,0.5,0.0,2.0,7,7,product,multi_mags,0.9985865785760704,10
1.0,1.0,1.0,0.5,0.0,1.0,10,8,product,multi_mags,0.9997408958855034,10
1.0,1.0,1.0,0.5,0.0,1.0,9,9,product,multi_mags,0.99961347816435,10
1.0,1.0,1.0,0.5,0.0,2.0,9,6,product,multi_mags,0.9988433195309184,10
1.0,1.0,1.0,0.5,0.0,2.0,3,8,product,multi_mags,0.9982202727742964,10
1.0,1.0,1.0,0.5,0.0,2.0,1,8,product,multi_mags,0.959435510829132,10
1.0,1.0,1.0,0.5,0.0,2.0,5,8,product,multi_mags,0.9985932679388944,10
1.0,1.0,1.0,0.5,0.0,2.0,2,6,product,multi_mags,0.9764829992542462,10
1.0,1.0,1.0,0.5,0.0,2.0,7,8,product,multi_mags,0.9987132137660482,10
1.0,1.0,1.0,0.5,0.0,1.0,10,9,product,multi_mags,0.9997009648149588,10
1.0,1.0,1.0,0.5,0.0,1.0,9,10,product,multi_mags,0.9997613767975853,10
1.0,1.0,1.0,0.5,0.0,2.0,9,7,product,multi_mags,0.9986136072126208,10
1.0,1.0,1.0,0.5,0.0,2.0,3,9,product,multi_mags,0.9980784779134882,10
1.0,1.0,1.0,0.5,0.0,2.0,1,9,product,multi_mags,0.9434894726700842,10
1.0,1.0,1.0,0.5,0.0,2.0,5,9,product,multi_mags,0.9986980283853296,10
1.0,1.0,1.0,0.5,0.0,2.0,2,7,product,multi_mags,0.9958478858173356,10
1.0,1.0,1.0,0.5,0.0,2.0,7,9,product,multi_mags,0.9986472552009696,10
1.0,1.0,1.0,0.5,0.0,1.0,10,10,product,multi_mags,0.9996139004384744,10
1.0,1.0,1.0,0.5,0.0,1.0,9,20,product,multi_mags,0.9997391493670016,10
1.0,1.0,1.0,0.5,0.0,2.0,9,8,product,multi_mags,0.9985683137749344,10
1.0,1.0,1.0,0.5,0.0,2.0,3,10,product,multi_mags,0.9980042553275722,10
1.0,1.0,1.0,0.5,0.0,2.0,1,10,product,multi_mags,0.9867224340005308,10
1.0,1.0,1.0,0.5,0.0,2.0,5,10,product,multi_mags,0.9984937681460896,10
1.0,1.0,1.0,0.5,0.0,2.0,2,8,product,multi_mags,0.9970782732100446,10
1.0,1.0,1.0,0.5,0.0,2.0,7,10,product,multi_mags,0.9985773139126632,10
1.0,1.0,1.0,0.5,0.0,1.0,10,20,product,multi_mags,0.99981682265705,10
1.0,1.0,1.0,0.5,0.0,1.0,9,30,product,multi_mags,0.9996918365113032,10
1.0,1.0,1.0,0.5,0.0,2.0,9,9,product,multi_mags,0.9987189359816132,10
1.0,1.0,1.0,0.5,0.0,2.0,3,20,product,multi_mags,0.99868801774782,10
1.0,1.0,1.0,0.5,0.0,2.0,1,20,product,multi_mags,0.9979272576849204,10
1.0,1.0,1.0,0.5,0.0,2.0,5,20,product,multi_mags,0.998733566575818,10
1.0,1.0,1.0,0.5,0.0,2.0,2,9,product,multi_mags,0.995531765318296,10
1.0,1.0,1.0,0.5,0.0,2.0,7,20,product,multi_mags,0.9988647447750866,10
1.0,1.0,1.0,0.5,0.0,1.0,10,30,product,multi_mags,0.9997782651144016,10
1.0,1.0,1.0,0.5,0.0,1.0,9,40,product,multi_mags,0.9997296694486906,10
1.0,1.0,1.0,0.5,0.0,2.0,9,10,product,multi_mags,0.9986681213717136,10
1.0,1.0,1.0,0.5,0.0,2.0,3,30,product,multi_mags,0.998721153701838,10
1.0,1.0,1.0,0.5,0.0,2.0,1,30,product,multi_mags,0.9977592975699632,10
1.0,1.0,1.0,0.5,0.0,2.0,5,30,product,multi_mags,0.998510545467274,10
1.0,1.0,1.0,0.5,0.0,2.0,2,10,product,multi_mags,0.9978244396279536,10
1.0,1.0,1.0,0.5,0.0,2.0,7,30,product,multi_mags,0.9988613670598332,10
1.0,1.0,1.0,0.5,0.0,1.0,10,40,product,multi_mags,0.999665329632864,10
1.0,1.0,1.0,0.5,0.0,1.0,9,50,product,multi_mags,0.9996787726213604,10
1.0,1.0,1.0,0.5,0.0,2.0,9,20,product,multi_mags,0.99891649822509,10
1.0,1.0,1.0,0.5,0.0,2.0,3,40,product,multi_mags,0.9988469682361456,10
1.0,1.0,1.0,0.5,0.0,2.0,1,40,product,multi_mags,0.9976312809339278,10
1.0,1.0,1.0,0.5,0.0,2.0,5,40,product,multi_mags,0.998884385528166,10
1.0,1.0,1.0,0.5,0.0,2.0,2,20,product,multi_mags,0.9984852547253282,10
1.0,1.0,1.0,0.5,0.0,2.0,7,40,product,multi_mags,0.9988437583220904,10
1.0,1.0,1.0,0.5,0.0,1.0,10,50,product,multi_mags,0.9996937080388272,10
1.0,1.0,1.0,0.5,0.0,2.0,9,30,product,multi_mags,0.9989108126286927,10
1.0,1.0,1.0,0.5,0.0,2.0,3,50,product,multi_mags,0.9988683048649512,10
1.0,1.0,1.0,0.5,0.0,2.0,1,50,product,multi_mags,0.998266101077442,10
1.0,1.0,1.0,0.5,0.0,1.0,9,60,product,multi_mags,0.999676430925673,10
1.0,1.0,1.0,0.5,0.0,2.0,5,50,product,multi_mags,0.9989337032998858,10
1.0,1.0,1.0,0.5,0.0,2.0,2,30,product,multi_mags,0.9987906049965272,10
1.0,1.0,1.0,0.5,0.0,2.0,7,50,product,multi_mags,0.9989056945868828,10
1.0,1.0,1.0,0.5,0.0,2.0,9,40,product,multi_mags,0.9988991302773368,10
1.0,1.0,1.0,0.5,0.0,2.0,3,60,product,multi_mags,0.9984135130476391,10
1.0,1.0,1.0,0.5,0.0,2.0,1,60,product,multi_mags,0.998780580535836,10
1.0,1.0,1.0,0.5,0.0,1.0,10,60,product,multi_mags,0.9997468155129504,10
1.0,1.0,1.0,0.5,0.0,1.0,9,70,product,multi_mags,0.9996502407719756,10
1.0,1.0,1.0,0.5,0.0,2.0,5,60,product,multi_mags,0.9986915548157536,10
1.0,1.0,1.0,0.5,0.0,2.0,2,40,product,multi_mags,0.9989046981455556,10
1.0,1.0,1.0,0.5,0.0,2.0,7,60,product,multi_mags,0.9989776706576824,10
1.0,1.0,1.0,0.5,0.0,2.0,1,70,product,multi_mags,0.9983162098081816,10
1.0,1.0,1.0,0.5,0.0,2.0,3,70,product,multi_mags,0.9988763137393324,10
1.0,1.0,1.0,0.5,0.0,2.0,9,50,product,multi_mags,0.9989301241421094,10
1.0,1.0,1.0,0.5,0.0,1.0,10,70,product,multi_mags,0.9995417127039222,10
1.0,1.0,1.0,0.5,0.0,2.0,2,50,product,multi_mags,0.9989336183090844,10
1.0,1.0,1.0,0.5,0.0,2.0,5,70,product,multi_mags,0.9989182521511076,10
1.0,1.0,1.0,0.5,0.0,2.0,7,70,product,multi_mags,0.9987932272509784,10
1.0,1.0,1.0,0.5,0.0,1.0,9,80,product,multi_mags,0.9997077734050038,10
1.0,1.0,1.0,0.5,0.0,2.0,1,80,product,multi_mags,0.9986311973775523,10
1.0,1.0,1.0,0.5,0.0,2.0,3,80,product,multi_mags,0.9989078238902463,10
1.0,1.0,1.0,0.5,0.0,2.0,9,60,product,multi_mags,0.9989170536396272,10
1.0,1.0,1.0,0.5,0.0,2.0,2,60,product,multi_mags,0.9988034714407538,10
1.0,1.0,1.0,0.5,0.0,2.0,5,80,product,multi_mags,0.9989333485967898,10
1.0,1.0,1.0,0.5,0.0,2.0,7,80,product,multi_mags,0.998843013860111,10
1.0,1.0,1.0,0.5,0.0,2.0,1,90,product,multi_mags,0.9988030424796802,10
1.0,1.0,1.0,0.5,0.0,1.0,10,80,product,multi_mags,0.9997558847711132,10
1.0,1.0,1.0,0.5,0.0,2.0,3,90,product,multi_mags,0.998701113417716,10
1.0,1.0,1.0,0.5,0.0,1.0,9,90,product,multi_mags,0.9994629870995458,10
1.0,1.0,1.0,0.5,0.0,2.0,2,70,product,multi_mags,0.9988624790750268,10
1.0,1.0,1.0,0.5,0.0,2.0,9,70,product,multi_mags,0.998882696410504,10
