J,delta,theta,time_interval,sample_num,evol_num,train_set_type,loss,gate_fidelity,length
1.0,1.0,0.3,0.6,1,20,product,multi_mags,0.9995319826401295,10
1.0,1.0,0.3,0.8,1,20,product,multi_mags,0.9996226213579638,10
1.0,1.0,0.3,0.2,1,30,product,multi_mags,0.995166633682362,10
1.0,1.0,0.3,0.26,1,9,product,multi_mags,0.9821674232840306,10
1.0,1.0,0.3,0.18,1,30,product,multi_mags,0.9986382890841868,10
1.0,1.0,0.3,0.22,1,20,product,multi_mags,0.994258560406286,10
1.0,1.0,0.3,0.4,1,30,product,multi_mags,0.9991699151068038,10
1.0,1.0,0.3,0.6,1,30,product,multi_mags,0.9997119071009016,10
1.0,1.0,0.3,0.8,1,30,product,multi_mags,0.9997179673247282,10
1.0,1.0,0.3,0.2,1,40,product,multi_mags,0.9990014780122972,10
1.0,1.0,0.3,0.18,1,40,product,multi_mags,0.9993321916444886,10
1.0,1.0,0.3,0.26,1,10,product,multi_mags,0.9749322226559756,10
1.0,1.0,0.3,0.22,1,30,product,multi_mags,0.9976731031392492,10
1.0,1.0,0.3,0.4,1,40,product,multi_mags,0.9996690623172012,10
1.0,1.0,0.3,0.6,1,40,product,multi_mags,0.9995538005217744,10
1.0,1.0,0.3,0.2,1,50,product,multi_mags,0.999406125624522,10
1.0,1.0,0.3,0.8,1,40,product,multi_mags,0.9996272983247426,10
1.0,1.0,0.3,0.18,1,50,product,multi_mags,0.9992309059091716,10
1.0,1.0,0.3,0.26,1,20,product,multi_mags,0.9977426166563884,10
1.0,1.0,0.3,0.4,1,50,product,multi_mags,0.9994912605128802,10
1.0,1.0,0.3,0.22,1,40,product,multi_mags,0.999048084484488,10
1.0,1.0,0.3,0.6,1,50,product,multi_mags,0.9996016539638184,10
1.0,1.0,0.3,0.2,1,60,product,multi_mags,0.9995167009593964,10
1.0,1.0,0.3,0.8,1,50,product,multi_mags,0.9997913848985563,10
1.0,1.0,0.3,0.18,1,60,product,multi_mags,0.9989565440371472,10
1.0,1.0,0.3,0.26,1,30,product,multi_mags,0.998387308898534,10
1.0,1.0,0.3,0.4,1,60,product,multi_mags,0.9996753212677912,10
1.0,1.0,0.3,0.22,1,50,product,multi_mags,0.9994469694002484,10
1.0,1.0,0.3,0.6,1,60,product,multi_mags,0.999703221838946,10
1.0,1.0,0.3,0.2,1,70,product,multi_mags,0.9996862245207916,10
1.0,1.0,0.3,0.8,1,60,product,multi_mags,0.9996683969221852,10
1.0,1.0,0.3,0.18,1,70,product,multi_mags,0.9994846823614624,10
1.0,1.0,0.3,0.26,1,40,product,multi_mags,0.9994811000085804,10
1.0,1.0,0.3,0.4,1,70,product,multi_mags,0.999773223831016,10
1.0,1.0,0.3,0.22,1,60,product,multi_mags,0.999444798443904,10
1.0,1.0,0.3,0.6,1,70,product,multi_mags,0.9997065981685884,10
1.0,1.0,0.3,0.2,1,80,product,multi_mags,0.9996311915408248,10
1.0,1.0,0.3,0.8,1,70,product,multi_mags,0.9997194190361248,10
1.0,1.0,0.3,0.18,1,80,product,multi_mags,0.9997822566462806,10
1.0,1.0,0.3,0.4,1,80,product,multi_mags,0.9994544048183588,10
1.0,1.0,0.3,0.26,1,50,product,multi_mags,0.999352859522622,10
1.0,1.0,0.3,0.22,1,70,product,multi_mags,0.9996849008529122,10
1.0,1.0,0.3,0.6,1,80,product,multi_mags,0.9996532342320076,10
1.0,1.0,0.3,0.2,1,90,product,multi_mags,0.9996796995528412,10
1.0,1.0,0.3,0.8,1,80,product,multi_mags,0.999885893190694,10
1.0,1.0,0.3,0.18,1,90,product,multi_mags,0.9997090212846148,10
1.0,1.0,0.3,0.4,1,90,product,multi_mags,0.9996869730784302,10
1.0,1.0,0.3,0.26,1,60,product,multi_mags,0.9997039867091486,10
1.0,1.0,0.3,0.22,1,80,product,multi_mags,0.999041147796473,10
1.0,1.0,0.3,0.6,1,90,product,multi_mags,0.9996907623390724,10
1.0,1.0,0.3,0.2,1,100,product,multi_mags,0.9996611349712746,10
1.0,1.0,0.3,0.8,1,90,product,multi_mags,0.9998573888307832,10
1.0,1.0,0.3,0.18,1,100,product,multi_mags,0.9998057732752118,10
1.0,1.0,0.3,0.4,1,100,product,multi_mags,0.9996361472323108,10
1.0,1.0,0.3,0.26,1,70,product,multi_mags,0.9996519262305894,10
1.0,1.0,0.3,0.6,1,100,product,multi_mags,0.9997040853072644,10
1.0,1.0,0.3,0.22,1,90,product,multi_mags,0.999468562632512,10
1.0,1.0,0.3,0.8,1,100,product,multi_mags,0.9997624394605644,10
1.0,1.0,0.3,0.26,1,80,product,multi_mags,0.99977447000785,10
1.0,1.0,0.3,0.22,1,100,product,multi_mags,0.9997215631143808,10
1.0,1.0,0.3,0.26,1,90,product,multi_mags,0.9995850003750558,10
1.0,1.0,0.3,0.26,1,100,product,multi_mags,0.9998310849395708,10
1.0,1.0,0.3,0.14,1,1,product,multi_mags,0.9139526631603048,10
1.0,1.0,0.3,0.24,1,1,product,multi_mags,0.8792660248842235,10
1.0,1.0,0.3,0.14,1,2,product,multi_mags,0.9575912690651684,10
1.0,1.0,0.3,0.24,1,2,product,multi_mags,0.8112078623668367,10
1.0,1.0,0.3,0.14,1,3,product,multi_mags,0.9028904348379732,10
1.0,1.0,0.3,0.24,1,3,product,multi_mags,0.9383804215406912,10
1.0,1.0,0.3,0.14,1,4,product,multi_mags,0.9720171654046552,10
1.0,1.0,0.3,0.24,1,4,product,multi_mags,0.9539639103544388,10
1.0,1.0,0.3,0.14,1,5,product,multi_mags,0.9695805448976756,10
1.0,1.0,0.3,0.24,1,5,product,multi_mags,0.9694873737333248,10
1.0,1.0,0.3,0.14,1,6,product,multi_mags,0.974309657367325,10
1.0,1.0,0.3,0.24,1,6,product,multi_mags,0.9388082429389945,10
1.0,1.0,0.3,0.14,1,7,product,multi_mags,0.9665279524347964,10
1.0,1.0,0.3,0.24,1,7,product,multi_mags,0.9709523259577388,10
1.0,1.0,0.3,0.14,1,8,product,multi_mags,0.9726545271532826,10
1.0,1.0,0.3,0.24,1,8,product,multi_mags,0.9726302925261904,10
1.0,1.0,0.3,0.14,1,9,product,multi_mags,0.964191875668836,10
1.0,1.0,0.3,0.24,1,9,product,multi_mags,0.9704715778483888,10
1.0,1.0,0.3,0.14,1,10,product,multi_mags,0.9851187326887684,10
1.0,1.0,0.3,0.24,1,10,product,multi_mags,0.9678621358478,10
1.0,1.0,0.3,0.14,1,20,product,multi_mags,0.9910828226742576,10
1.0,1.0,0.3,0.14,1,30,product,multi_mags,0.9962109204029076,10
1.0,1.0,0.3,0.24,1,20,product,multi_mags,0.986171922678786,10
1.0,1.0,0.3,0.14,1,40,product,multi_mags,0.9993161752199256,10
1.0,1.0,0.3,0.24,1,30,product,multi_mags,0.9979509167544532,10
1.0,1.0,0.3,0.14,1,50,product,multi_mags,0.9975421431523568,10
1.0,1.0,0.3,0.24,1,40,product,multi_mags,0.9991620797564648,10
1.0,1.0,0.3,0.14,1,60,product,multi_mags,0.9994918826243124,10
1.0,1.0,0.3,0.24,1,50,product,multi_mags,0.9996443658692376,10
1.0,1.0,0.3,0.14,1,70,product,multi_mags,0.9998074716202906,10
1.0,1.0,0.3,0.24,1,60,product,multi_mags,0.9992717487863052,10
1.0,1.0,0.3,0.14,1,80,product,multi_mags,0.9997935303250988,10
1.0,1.0,0.3,0.24,1,70,product,multi_mags,0.999764578495186,10
1.0,1.0,0.3,0.14,1,90,product,multi_mags,0.999275192458442,10
1.0,1.0,0.3,0.24,1,80,product,multi_mags,0.9995543100876598,10
1.0,1.0,0.3,0.14,1,100,product,multi_mags,0.999651826769927,10
1.0,1.0,0.3,0.24,1,90,product,multi_mags,0.9997094721758324,10
1.0,1.0,0.3,0.24,1,100,product,multi_mags,0.9997202473815961,10
